req,res
그치 근데 한국 알리는데 일조했다고 안 가도 된다는 식으로 이야기 했나 봐,힉 그 팬들이 그랬어?
응응 그거 보고 그런가 싶었어,그렇게 따지면 국가대표들도 가면 안된다고 생각해
그래서 메달 따면 면제 되잖아,그 메달권 안에 들어가는 게 어렵잖아 ㅠ
너네 동생도 요새 인강 들어?,응 학교 안 가고 다 인강으로 듣더라
그치 뭔가 인강으로 하면 학점 따기 좋을 것 같아,맞아 나도 그렇게 생각해
근데 뭔가 나는 매일매일 안 듣고 한번에 몰아볼 것 같아,인정 나도 그랰 ㅋㅋ
교수님들도 강의 만들기 귀찮으시겠다 ㅋㅋ,그니깐 그리고 막 조교들도 귀찮을 듯
그러네 막 실시간 아니면 조교가 하겠지?,음 뭔가 그럴 것 같지 않아?
맞아 우리 조교님은 잘 지내시나?,그 그때 그만두신 조교님?
응응 그나마 우리가 오래 하셨잖아,나도 전해 들었는데 잘 지내시는 것 같더라
정말? 너 완전 소식통이네 ㅋㅋ,에이 아냐 최강 아싸인 걸 ㅠ
가족끼리 여행 떠나고 싶다 ㅠㅠ,나도 캠핑 가고 싶어
가족끼리 캠핑 가본 적 있어?,당연하지 완전 모든 산을 돌아다녔지
캠핑 어때? 재밌어?,응 완전 산속에서 힐링해
재밌긴 하겠다 ㅜㅜ 나도 담에 한번 가보자고 해야겠다,완전 강추야 저녁에 추우니깐 옷 챙겨가
언제 갈지도 모르는데 뭘~,그래두 여름에도 밤 되면 추워
앗 진짜? 엄청 춥나 보네,맞아 여름에도 이불 덮고 자
그럼 하나도 안 덥겠네,낮에는 그래도 조금 더워
그래도 도시보단 시원하지?,응응 거기보단 엄청 시원하지
아 연애 하고 싶다 ㅜ,엥 갑자기? 외로워?
엄청 외로운 건 아닌데 뭔가 외로워...,뭐지 가을 타는 건가 봐
그런가? 진짜 가을 타서 외롭나 봐,내가 어떻게 해줄 수가 없네
그러게 그렇다고 아무나 만날 수도 없구 ㅜ,힉 당연하지 그러면 안돼!
알지 그냥 해 본 말이었어 ㅋㅋ,진짜 절대로 아무나 만나지 마
어차피 조금 지나면 괜찮아질 거야,아직 가을 많이 남았잖아
그렇긴 하지 그래도 금방 괜찮아질 거야 ㅋㅋ,그래 그래 얼른 괜찮아지길 바랄게
응 너는 연애하고 싶지 않아?,어... 음 난 아직 별 생각 없어
짠! 우리 강아지 미용 했어!,헐랭 완전 귀여워!
언제 한번 보러 우리집 올래?,앗... 알겠어 용기를 키워볼게
오면 같이 산책도 하고 그러자,머쓱... 나한테 안 오면 같이 할 수 있어
엥 울 강아지 사람 좋아해 하하,ㅋㅋ 그럼 절대 안되겠다
용기 생기면 꼭 놀러 와~,하하 알겠어 담에 꼭 놀러 가지
좋아 좋아 빨리 그 날이 오면 좋겠다 ㅋㅋ,아니 약간 부담스러운 말이넹 ㅠㅠ
아냐 아냐 부담 가지라는 말은 아니었어,헤헷 나도 농담이었어
나 이제 강아지 산책 가야겠다!,응 조심히 잘 다녀와~
홈트 영상 정착했어?,ㅋㅋ 아직 정착한 건 그냥 걷는 것 뿐
그럼 유산소만 하는 거야?,체력이 개복치가 된 건지 힘들어
근력 운동도 추가해보는 건 어때?!,괜히 까불었다가 다칠까 봐 걱정돼
ㅋㅋ 안전한 운동이란 없다,수영 재밌는데 물에 들어갈 수도 없구
너 수영 좋아해?,응응 안 한지 오래됐지만 재밌잖아
그럼 학원도 다녔겠네?,맞아 초딩 국룰이잖아
앜 ㅋㅋ 그 센터에서 운영하는?,야쓰~ 동생이랑 같이 다녔으
오 그럼 지금도 잘해?,안 해봐서 잘 모르겠는디...!
너 혹시 지금 바빠?,응? 아니! 전혀 안 바빠
ㅋㅋ 같이 카트 하실~?,언니 어지간히 심심한가 보구나
같이 카트라이더 하자,나 근데 컴퓨터에 깔아야 해서 시간 걸려
괜찮아 기다릴 수 있어!,ㅋㅋ 와 근데 카트 진짜 오랜만이다.../대학교 이후로 해본 적 없어
나도 한동안 안 하다가 요즘 너무 심심해서 다시 시작했어,아 근데 나 PC방 아니라서 카트 이상한 거 아니야?
나도 그래서 루찌로 샀어,아 한 번 다 깔아지면 봐 봐야겠어
남자애 한 명 껴서 같이 했잖아,아 걔 무슨 닉네임이 딸기우유 인가 그래서 안 어울린다고 놀렸던 것 같은데
근데 생각해보니 진짜 무슨 우유였던 것 같기도 하고?,오 이거 용량이 작나?/나 다 깔렸어 들어와
와 평광 또 가고 싶다 ㅠㅠ,와... 나 분수 보고 싶어
진짜 평화광장 분수가 내 기준 제일 이뻤던 것 같아,우리 대학생 때 우울하면 목포 가서 분수 봤잖아 ㅋㅋ
맞아! 맥주 캔 사 들고 분수 앞에서 청승 떨고 ㅋㅋ,막차 타야 하니까 음악 분수 1부만 보고 2부는 못 보고 갔잖아
맞아 맞아 ㅜㅜ 그때마다 진짜 아쉬워서 발이 안 떨어짐...,오랜만에 또 분수 보러 가고 싶다
너도? 그럼 나랑 오랜만에 갈래?,오 좋아 오늘?
음 오늘은 내가 약속이 있고 ㅠㅠ 내일 갈래?,난 내일도 괜찮아!
점심에 가서 거기서 밥 먹을래?,더우니까 그냥 4-5시 쯤에 가서 거기서 저녁 먹을까?
아 그것도 나쁘지 않겠다!,그럼 내가 버스 시간표 봐 볼게!
와 대박 아침에 완전 쌀쌀해,힉 따뜻하게 안 입었어? 근데 아침부터 어딜 가는 거야
나? 백수는 아침부터 눈치 보여서 나가야지...,그럼 독서실 가는 거야?
아니... 공부하기 싫어서 PC방 가는 중인 걸? 어우 추워,ㅋㅋ 제발 공부 좀 해...
진짜 공부 질렸어... 제발 그만 하고 싶어,그건 인정이야. 그래서 나도 요즘 집에서 책만 읽는 중이야
난 프로게이머를 했어야 했나,언니 게임 잘 해?
아니 그냥 좋아해 ㅋㅋ 게임은 진짜 못해,그럼 프로게이머도 못하겠네.../오전에 게임 조금만 하고 공부하러 가
그러긴 해야지 ㅠㅠ 독서실 비용 너무 아깝다,아주 돈을 버리고 다니네
맞아... 누가 보면 나 만수르 인줄 알겠어 ㅠ,하지만 지갑은 텅텅텅텅텅장
ㅋㅋ 진짜 이제는 하다 하다 별 걸로 다 시비네,어떤 게? 누가 언니한테 시비 검?
아니 어떤 사람이 김밥집 직원이 명품 가방 가지고 있다는 이유로 별점 테러 남겼대;,아 별점 테러 요즘 심각해;
소비자를 위해서 생긴 별점이 오히려 소상공인들을 망치는 느낌이랄까나,느낌이 아니라 실제로 그런 듯
음식에 문제가 있는 것도 아니고 진짜 말도 안되는 걸로 트집 잡는 것 정말 이해 안 가,요즘엔 소위 맘충이라는 사람들이 무개념으로 행동해서 더 그런 듯
아니 매운 거 시켜 놓고 애기가 먹을껀데 맵게 왔다고 별점 테러 하는 게 정상적인 건가?,당연히 정상적이지 않은 거지
그런 거 볼 때마다 그런 부모 밑에서 자란 아이들이 뭘 보고 자랄까 싶어;,요즘 세상이 미쳐 돌아가는 듯
인정이야... 이럴 바엔 그냥 별점 제도 없애는 게 나은 것 같아,맞아 나도 그건 공감해
우리는 절대로 그런 사람 되지 말자 ㅋㅋ,난 만약 언니가 그러면 언니랑 손절 할 거야
너 백신 뭐로 맞았어?,나? 나는 화이자! 언니는?
나도 화이자로 맞았는데 모더나가 훨씬 좋다고 하네?,엥? 화이자가 더 좋은 거 아니였어?
"나도 화이자가 더 좋은 줄 알았는데 우리 엄마, 아빠가 맞은 모더나가 훨씬 효과가 좋다네?",ㅋㅋ 누가 그런 말 해?
아니 기사 보는데 미국에서 연구 했는데 모더나가 백선 접종 후 시간 지나도 예방 효과가 더 좋대,아 진짜? 뭐지;
접종하고 120일 지났을 때 예방 효과가 모더나가 92%고 화이자 겨우 77% ㅋㅋ,근데 중증 예방하는 데에는 둘이 비슷하지 않을까?
응응 중증이랑 입원을 예방하는 것에는 둘이 비슷하대,그래 뭐 사실 백신 맞아도 코로나 걸리는데 중증으로만 안되면 되는 거지
ㅋㅋ 맞아 치료제 나오지 않는 이상 백신은 그냥 중증 막는 용도,아 2차 진짜 맞기 싫다
우리 둘째 큰 외숙모랑 둘째 큰 외삼촌 2차까지 다 맞았는데 코로나 걸리셨잖아;,헉 지금은 좀 괜찮으셔?
아 나 화장품 사야겠다,화장품? 다 썼어?
아니 ㅋㅋ 화장 한지 오래됐더니 화장품이 다 굳었어,얼마나 화장을 안 한 거야
공부 하니까 화장할 일이 없어서 ㅠ,하긴 나도 집에만 있으니까 선크림 바를 일이 없더라고
사람 답게 다녀야지,ㅋㅋ 근데 언니는 화장 한 거랑 안 한 거랑 별 차이 없잖아
맞아 대신 눈썹 유무엔 크지 ㅋㅋ,ㅋㅋ 인정 대학교 MT때 모나리자인 줄
ㅋㅋ 기억나? 나 MT때 술 마시고 일출 보자고 한 거?,잊을 수가 없지; 누가 MT때 새벽 5시에 일어나
ㅋㅋ 근데 우리 해 뜨는 곳 반대편에서 기다려서 결국 일출 못 봤잖아,아 진짜 그때 진짜 얼척 없었어
다 추억이다 추억이야~,인정 ㅋㅋ 난 그때부터 언니가 좀 이상한 사람이라는 걸 알았어
휴 요즘 빈혈 땜에 힘들다,빈혈약 챙겨 먹고 있어?
빈혈약 말고 철분제 챙겨 먹고 있어 ㅜ,나도 기립성 빈혈 때문에 고생인데 ㅜ
나도! 앉았다 일어나면 띵해서 어지러워,휴 생리 때만 되면 더 심해져서 큰일이야
나도! 평소엔 괜찮은데 생리 전에 그렇게 어지럽더라고,몸 건강 지금부터 챙겨야겠네./철분제 말고 또 챙겨 먹는 영양제 있어?
아니? 나는 챙겨 먹는 거 따로 없어 넌 있어?,나는 오메가3랑 프로바이오틱스는 매일 챙겨 먹고 있어
아 주변에 오메가3 챙겨 먹는 사람 많더라,언니도 지금부터 오메가3는 챙겨 먹는 게 좋아!
나 그런 거 잘 몰라서 ㅠ,아 그럼 내가 좀 이따 집에 들어가면 내꺼 사진 찍어서 보내줄게
응응! 고마워 나도 그럼 그걸로 사야지 ㅋㅋ,무조건 내꺼 따라서 사지 말고 참고만 해!
아 가방 하나 사고 싶다 ㅜ,가방? 언니 가방 엄청 많지 않아?
다 미니 백이야 ㅠㅠ 노트북이 들어갈 만한 가방 사고 싶어,백팩에 넣고 다녀!/노트북 무거워서 숄더백에 넣으면 어깨 나갈걸?
그런가 ㅜㅠ 백팩 말고는 다 미니 백이라 공부하러 갈 때 안 어울려,공부하러 갈 때 무슨 멋을 부리려고 해! 그냥 백팩 메고 가
그렇긴 한데 ㅜㅜ 맨날 프리 하게 입고 같은 가방만 메고 공부 하러 가면 가끔가다 축 쳐지는 날이 있거든,아 그럴 때 기분 전환 같은 느낌으로 좀 꾸미고 가고 싶다는 거야?
응응 카페에 공부하러 갈 때에도 맨날 백팩을 메니까 어쩔 수 없이 옷도 추리닝만 입게 되더라고,흠... 그럼 에코백은 어때?
에코백은 몇 개 있었는데 짐이 많아서 그런가 다 어깨가 끊어졌어 ㅋㅋ,ㅋㅋ 그럼 튼튼한 가방으로 사야겠네
흠 튼튼한 가죽 가방으로 살까?,가죽은 엄청 비싸지 않을까?
앗 그런가... 쇼핑몰 같은데 싼 거 있길래,그건 진짜 가죽이 아닐걸?
요즘 유튜브에서 런닝맨 클립 보는데 진짜 시간 순삭이야,오 ㅋㅋ 나도 요즘 밥 먹을 때마다 런닝맨 정주행 중인데
진짜 웃긴 것만 모아 놓은 클립 진짜 웃겨,확실히 이광수 있었을 때가 더 재밌는 것 같아
맞아 ㅋㅋ 방금 본 게 룰렛지옥 편이었는데 진짜 웃다가 쓰러질 뻔,나도 그 편 봤는데 완전 웃겨 ㅋㅋ/완전 티 나게 행동하잖아
진짜 누가 봐도 이광수가 범인이었어 ㅋㅋ,물론 지금도 재밌긴 한데 이광수의 빈자리가 느껴진달까나
나도 ㅠㅠ 그럼 양세찬 게임 편 봤어?,양세찬 게임? 그게 뭐였지?
그 자기 이마에 있는 제시어 맞추는 게임,아아아아 ㅋㅋ 그거 진짜 웃기잖아
맞아 ㅋㅋ 그래서 나는 일부러 양세찬 게임만 모아 논 영상 다 찾아봤다니깐 ㅋㅋ,나도 하나에 꽂히면 그 영상만 찾아봐
나도 나도 ㅋㅋ 이거 런닝맨 다 보면 1박 2일도 정주행 할 거야,1박 2일 오랜만에 듣는다 ㅋㅋ/그것도 학생 때 매주 챙겨봤었는데
너 혹시 샹치 봤어?,아! 나 그거 봤어! 완전 재밌지 않아?
안 봤으면 오늘 나랑 보러 가자 할라 했지 ㅋㅋ,앗... 그렇구만 재밌으니까 꼭 봐
원래 마블 영화 좋아하는데 이상하게 샹치는 망설여지더라구,엥? 왜 망설여지는데?
흠... 내가 마블에 늦게 입덕 해서 다 몰아봤는데 새로운 캐릭터를 받아들일 준비가 안 됐달까나...?,엥...? 그게 무슨 똥 같은 이유야?
ㅋㅋ 그냥 마블은 그만 캐릭터 늘리고 기존 멤버로만 갔으면 좋겠는데 ㅜ,나간 애가 있는데 들어오는 애가 있어야지
나간 애 누구? 아이언맨?,그렇지 아이언맨 죽었잖아
그리고 그거 커뮤니티에서 다시 살아나게 할 것 같다고 그러던데,말도 안 되는 소리 하지 마
타노스가 다 죽였을 때도 인피니티 스톤 모아서 다시 살려냈잖아,또 살려내면 노잼 아니야?
쿠키 반죽 들어간 아이스크림 알아?,알지 내 미국에서 인턴 할 때 많이 먹었음.
와 나는 유튜브에서만 봤는데... 엄청 맛있어 보인다.,우리나라에 팔던가?/내가 먹었던 거랑 똑같은 건가?
그건 모르겠는데 ㅋㅋ 지금 2+1 할인한다고 해서.,혼자 세 통씩 먹을 거가 너무 많잖아
그래서 같이 사자고 말하려던 참이지 하하,아 ㅋㅋ 근데 나는 재택용 음식 엄청 사 놔서 냉동실 자리 없음 ㅋㅋ
다이어터라고 거절 당할 줄 알았는데 ㅋㅋ 냉동실 하 ㅠ,ㅋㅋ 근데 안 먹어봤나? 그냥 특별한 거 모르겠다.
쿠키 반죽이 특별한 거지 뭘 모르네,그닥... 맛있긴 한데... 난 그거보다 셰이크를 더 많이 먹었었음
후루룩 마시는 걸 더 좋아하는 거 아님?,아니... ㅋㅋ 케이크랑 아이스크림을 갈고 거기 뭘 더 넣고 그런 거 있잖아
아 ㅋㅋ 특별함 인정 ㅋㅋ 레벨이 다르네 알았다 혼자 다 먹지 뭐,먹다가 질리겠다 ㅋㅋ 하나쯤은 같이 사줄게
우리 아파트 리모델링 할 수도 있다며,나도 들었음. 우리 엄마는 이미 잔뜩 기대 중이심 ㅋㅋ
ㅋㅋ 나도 아빠한테 들었어. 근데 이거 하면 뭐가 좋은 거야?,구조는 남기고 다 새 거로 바꿔주는 거 아니가?
헐 맞나 대박이네. 안 그래도 우리 집 수압이 엄청 약해서 짜증 났었는데 이것도 갈아줌?,그건 지금 고쳐야 하는 거 아니가 리모델링 하는 데 몇 년 걸리는데 ㅋㅋ
아 ㅋㅋ 맞네... 그래도 지금까지 살았는데 어떻게 좀 더 안 버텨질까,졸졸졸 나오는 걸 어떻게 참지 성격 파탄 남
ㅋㅋ 맞음 그렇긴 함... 그래도 어차피 고쳐준다면...,아 너는 고쳐서 그대로 살 생각을 하네
우리 집인데 살아야지 너네는 다르게 해?,우리 엄마는 리모델링 하면 집값 많이 오른다고 바로 집 팔려고 하심
헐 어디가 계속 같은 동네에 살자 ㅠ,ㅋㅋ 아니 그냥 작은 평수로 옮기고 싶대 매물이 나올지는 모르지만
아 ㅋㅋ 그러네 너희 집은 이제 형제들 독립하고 그래서 방이 남긴 하네,어어 넓으니까 청소도 힘들고 관리가 잘 안되더라.
운전 연수 끝났나? 이제 운전 잘함?,아니 역시 며칠로는 안되는 것 같다...
ㅋㅋ 뭐했는데 그래도 이제 좀 겁은 안 나지 않나 어디로 갔음?,공항 가는 길 옆으로 빠지면 산성 있잖아 거기 구불구불한 길 커브 연습함.
거기는 차도 없잖아 마음 편하게 했겠다,그런데 가는 길에... 터널 쪽에서 갑자기 차 막히고 난리 나서 뇌 정지 옴 ㅋㅋ
아 ㅋㅋ 거기는 출근 시간 아니어도 항상 차 많음 ㅋㅋ,아니 안 그래도 긴장하고 있는데 사고도 났더라
대박이네 ㅋㅋ 신고식 화려하게 치렀네,그 이후에 엄마차 조수석에 타고 똑같은데 지나갔거든 나도 모르게 긴장해서 손에 땀 남
진짜 웃겨 그래도 그렇게 복잡한 데 아니면 할 수 있겠지 않아?,흠... 사람들이 왜 제주도 가서 연습하는지는 알겠음 ㅋㅋ 한산한 데서 연습하고 싶다.
근데 그래서 제주도에서 초보들이 사고 많이 낸대 ㅋㅋ,그게 내가 되면 어떡해 ㅠㅠ
ㅋㅋ 내 경험에 비춰보면 너처럼 겁 많으면 오히려 사고 안내더라,ㅋㅋ 너무 느리게 가서 사고 내고 싶어도 못 낸다  ㅎ... 하하
우리 집 뒤에 중국집 가지마,왜? 너 거기 좋아했잖아 맛있다며
다 다음 달까지 거기서 일하기로 했음... 바쁘니까 오지마 ㅠ,ㅋㅋ 아 진작 말해야지 내가 한번 서비스 맛보러 가야겠네~
가만 안 둔다 ... ㅋㅋ 진짜 장사 잘 되더라 괜히 한다고 했나 봐 ㅠㅠ,ㅋㅋ 니가 맛있다고 한 거 보면 맛집이겠구나 싶긴 하더라
나만 아는 맛집인 줄 알았는데 무슨 배달 포장 주문이 끝이 없음,무슨 일 하는데? 요리를 니가 하는 건 아니고
서빙이랑 배달 포장 내가 맡음... 발바닥 땀 나게 뛰고 계속 반찬 담고 쓰레기 치우고,와 글로만 봐도 정신없다
어... 미치겠음 단무지가 나고 내가 단무지다...,그래도 배달이면 진상 손님 이런 건 없겠네
왜 없겠어 술 마시고 난장 피우면 진짜 미칠 것 같아 주먹이 운다,ㅋㅋ 니 성격에 서비스업? 을 할 줄은 몰랐어 어떻게 참아
그 일본에 과잉 친절 편의점 있잖아 내가 그 사람이다 생각하고 연기하면 어떻게 되긴 함,ㅋㅋ 연기력까지 필요하네 아 너무 궁금해
요새 군대 편한가 봄? 옛날이랑 다르네,왜 그러는데 니 어디 가서 그런 말 하면 돌 맞는다  ㅋㅋ
남친 휴가 나왔는데 살쪘길래 못 알아볼 뻔했어,아 ㅋㅋ 힘들면 살찌는 타입인 거 아니야? 잘해줘
시간 날 때마다 무슨 파이 과자 이런 거 한통씩 사 먹었대,달달한 게 스트레스 받을 때 좋긴 하지? 나도 그렇긴 해
십 분에 한통씩 먹었다니까? 밥 안주냐고 ㅋㅋ,ㅋㅋ 스트레스 받은 거 먹는 걸로 푸는 타입인 거 아냐? 너는 이해해줘야지~  ㅠㅠ
원래 안 그랬는데 ㅠ 하 이걸... 과자를 보내줄까 싶다 가도... 그것도 걱정됨 ㅋㅋ,흠 내 주변에는 군대에 있을 때 좀 이상해져도 제대하면 멀쩡해지더라 걍 지금은 원하는 대로 해줘~
하긴... 훈련이 힘드니까 먹는 거라도 스트레스 안 받고 먹어야지... 알았어...,근데 우리 오빠는 군대 가서 운동해 가지고 제대할 때 식스팩 만들어 옴
와 그게 더 대단한 거 아니야?,거들먹 거리는 거 짜증 나던데 몸은 좋긴 하더라
ㅋㅋ 아 생각해보니 오히려 운동이 더 마음 편해야 할 수 있는 것 같기도 하고,헉 그렇네 니 남친 더 불쌍하게 느껴짐 ㅋㅋ 과자 많이 사줘라...
일요일에 점심때로 약속 미뤄도 돼? 토익 있는 걸 깜빡했네,괜찮은데... 갑자기 웬 토익? 오랜만에 듣네
대학원 가려고... 근데 토익 점수 내란다.,너 점수 있잖아 또 쳐?
재작년에 친 거라서 또 토익이랑 일본어랑 다 새로 쳐야 함 ㅠㅠ,아... 외국어는 2년마다 갱신해야 하지 아깝다 그 때 점수 엄청 잘 나왔지 않나
맞아 그때는 운이 좋기도 했고 한번에 끝내려고 학원 다녔어서,실력 어디 안 가지 ㅋㅋ 마음 편하게 치고 와
치긴 치는데 학원 다니기 귀찮은데... 여러 번 치기엔 시간과 비용이 아까움 하,재작년에 다녔던 학원에 다시 가면 안돼? 한번에 끝냈다며
그 선생님 진짜 잘 가르쳐줬는데 학원을 옮기셔서 이제 서면에서만 하더라고,아 ㅋㅋ 서면이면 좀 머네 왔다 갔다 힘들긴 하겠다.
응응 그리고 지금 인기 너무 많아서 강의 신청이 티켓팅이나 마찬가지임 그리고 2년 지났다고 엄청 비싸짐 ㅠㅠ ㅋㅋ,와 듣고 싶다고 들을 수 있는 게 아니었네 ㅋㅋ 그래도 그만큼 확실한 결과를 보장하겠지
그렇긴 함 선생님이 너무 열정이 넘치셔서 나도 모르게 몰입하게 되더라,우와 그럴 수가 있나 후기 같은 거 보고 싶은데 없나?
엄마 생신 선물 눈치 게임 실패했다 아 ㅋㅋ,왜 너희 오빠랑 같이 준비해서 드린다고 했잖아
올해는 따로 하기로 했지 근데 엄마가 갖고 싶은 거 있다고 하시는 거야,너희 어머니 은근 취향 까다로우시지 않나 궁금하네
어어 올해는 커피 핸드드립 하는 거... 세트랑 스마트워치 갖고 싶다 하심,와 그래도 구체적으로 말씀해주시는 건 좋다 고민 안 해도 되네
ㅋㅋ 그렇긴 하지 그래서 냉큼 내가 핸드드립 선택했거든 오빠 보고 스마트워치 사라고 하고,당연히 그래야지 오빠가 더 벌잖아 ㅋㅋ 각자 그릇에 맞게 하기~
아 근데 내가 더 돈 많이 썼더라 ㅋㅋ 그래서 오빠한테 아빠도 그런 거 좋아하신다고 두 개 사라고 함,어머니 생신 아니냐고 ㅋㅋ 갑자기 아버지 선물까지
어차피 아빠 생신도 얼마 안 남았음 겸사겸사 하는 거지 하... 나는 또 뭐 드리지,아버지들 선물 챙기기 은근 고민스럽지 않냐 뭘 필요로 하시는지 잘 모르겠음
맞아 작년에 신발 사드렸는데 뭔가 100퍼센트 만족하시는 것 같지 않아서 돈 쓰고도 아쉬웠음.,역시 현금인가...? 유튜브 보니까 부모님 선물로 용돈 케이크 같은 거 많이 하더라 ㅋㅋ
아 ㅋㅋ 그런 것도 많더라 우리 할머니 칠순 때도 무슨 지폐부채? 같은 거 나왔음,근데 생각해보니 지폐로 이거 준비하는 게 더 돈 많이 들겠다 ㅋㅋ
요즘에 엄마가 나 씻고 화장하면 남자 만나냐고 물어봄 ㅋㅋ,갑자기? ㅋㅋ 집이랑 회사만 왔다 갔다 하는데 연애 할 건덕지가 어딨어
살 빠졌다고 이쁜 옷 사 입어서 그런가 하 마음 아프다 기대하시는 거 ㅋㅋ,어떻게 해... 근데 웃겨 ㅠㅠ ㅋㅋ 평소에 대체 어떻게 하고 다니냐고 ㅋㅋ
알잖아 나 평소에는 진짜 편하게 동네 마실룩으로 다님 화장도 안하고,의심하실 만하네 갑자기 웬일로 화장한 거야 나도 궁금하다
그래도 일 년에 몇 번은 꼬까옷 입고 꾸미고 나가는 날도 있는 거지...,ㅋㅋ 맞아 매일 꾸미긴 귀찮지 근데 진짜 연애 할 때 안됐나?
연애는 혼자 하냐고 ㅋㅋ 어릴 때는 소개팅 같은 거라도 종종 했는데 이제는 아예...,숙연해지네... 근데 요즘 우리가 나이가 차서 그런지 주변에서 막 기대하긴 하더라
ㄹㅇ 전혀 기미도 안보이던 친구들도 연락 안 하다가 어느 날 결혼한다고 청첩장 보냄.,친구 맞냐고 ㅋㅋ  근데 진짜 최근에 갑자기 결혼 많이 함 ㅠ
맞제 뭔가 주변 분위기도 좀 달라져서 나도 얼른 연애하고 결혼해야 할 것 같은 기분 들 때 있음,하 주변에 결혼 잘한 사람들 보면 나도 혹하긴 하는데 그게 쉽냐고~
맞아 맞아 나도 점점 까다로워지기만 해서 소개도 못 받아 ㅠ ㅋㅋ,하 서로 좋은 사람 있으면 연결 시켜주기로 하자...
오늘 친구네 강아지 산책하는데 따라갔다 왔다~,와 부러워 전에 그 바닷가 사는 애 ?
어어폰 하고 있는데 옆에 여자들이 쟤 너무 귀엽다~ 해서 보니까 걔더라 ㅠㅠ,ㅋㅋ 사람들 보는 눈 다 똑같지 나도 사진만 봐도 엄청 이쁘게 생겼다 생각했음
맥주 집 테라스 석에서 강아지 의자에 앉혀 놓고 한잔하는데 옆자리 멍이랑 인사도 했음,귀여워 ㅠㅠ ㅋㅋ 역시 다른 강아지들이랑 친한 척 하는 데에는 강아지가 있어야 하네...
확실히 그 편이 ㅋㅋ 주인들이 경계를 덜 하긴 하지,주인들끼리 강아지인 척하면서 인사 한다매 ㅋㅋ 니도 했나
